Time (s),Current (uA)
368.01,3691850.5
368.02,3252660.01
368.03,4003936.77
368.04,3272947.66
368.05,4971749.18
368.06,3896973.98
368.07,3867576.33
368.08,4665697.93
368.09,3433413.13
368.1,3353795.34
368.11,3068938.87
368.12,3525373.37
368.13,3706935.44
368.14,4197018.2
368.15,3220768.26
368.16,4735725.04
368.17,3791379.56
368.18,3568641.84
368.19,3338740.03
368.2,4178200.49
368.21,4470657.59
368.22,3333206.51
368.23,2593931.14
368.24,4053390.99
368.25,3070460.98
368.26,3614596.57
368.27,4260146.41
368.28,3321962.85
368.29,3905345.17
368.3,4009213.71
368.31,2355657.19
368.32,3997743.59
368.33,3851413.21
368.34,4002709.58
368.35,3475992.42
368.36,3009639.75
368.37,3225232.16
368.38,4054330.31
368.39,4354463.15
368.4,3618550.91
368.41,3544271.61
368.42,3386745.65
368.43,2511012.94
368.44,4248403.22
368.45,4160769.13
368.46,3436856.06
368.47,3290829.43
368.48,4668544.4
368.49,4024073.36
368.5,2942704.01
368.51,4273207.78
368.52,3441388.96
368.53,3344089.63
368.54,4802027.49
368.55,3298973.2
368.56,4141301.14
368.57,4512193.57
368.58,3680177.92
368.59,4023627.53
368.6,3211653.52
368.61,3455104.77
368.62,4299786.64
368.63,2876323.42
368.64,4680685.87
368.65,3237512.46
368.66,4043887.86
368.67,3826278.85
368.68,3429179.29
368.69,3723179.5
368.7,3695359.44
368.71,4305728.93
368.72,3619960.65
368.73,3368241.17
368.74,4121194.8
368.75,3442193.8
368.76,4048833.3
368.77,4100060.0
368.78,3374606.24
368.79,3819114.16
368.8,3327124.47
368.81,3904259.2
368.82,3404246.68
368.83,4480856.1
368.84,3918169.04
368.85,3780920.83
368.86,4357370.54
368.87,3458994.19
368.88,2811551.69
368.89,4016468.93
368.9,3817473.79
368.91,3056538.81
368.92,4298998.87
368.93,3541676.7
368.94,3898925.26
368.95,4599198.78
368.96,3537405.18
368.97,3544683.09
368.98,3011550.83
368.99,4036941.53
369.0,4067244.92
369.01,4668376.22
369.02,4620494.03
369.03,3567173.06
369.04,3854827.94
369.05,3757091.76
369.06,3816824.83
369.07,3097530.9
369.08,4229177.61
369.09,2596589.28
369.1,3989330.3
369.11,3921913.77
369.12,3212002.71
369.13,3291156.11
369.14,4163066.34
369.15,3951546.97
369.16,4157167.18
369.17,2965161.02
369.18,2848204.71
369.19,4123271.77
369.2,3159667.75
369.21,3528635.49
369.22,4003063.83
369.23,3165307.94
369.24,4251300.94
369.25,3303111.67
369.26,3991921.84
369.27,2461603.21
369.28,4361681.31
369.29,3241947.38
369.3,3174476.78
369.31,3806586.97
369.32,3752270.92
369.33,3469753.57
369.34,4597526.01
369.35,3057361.97
369.36,3652304.42
369.37,2797498.89
369.38,4384611.75
369.39,3961257.38
369.4,3815951.48
369.41,4471289.45
369.42,3346413.29
369.43,2744907.97
369.44,3972707.88
369.45,3976432.41
369.46,4271791.58
369.47,3581714.56
369.48,2697328.41
369.49,3938299.57
369.5,3036341.36
369.51,5448316.6
369.52,4494257.18
369.53,2746084.22
369.54,4657321.97
369.55,3857128.38
369.56,3675778.78
369.57,3627205.33
369.58,3126639.13
369.59,4928919.1
369.6,3280228.58
369.61,2974110.64
369.62,3837107.69
369.63,2552969.87
369.64,3596063.71
369.65,3884285.3
369.66,3203497.04
369.67,4000208.94
369.68,4267584.39
369.69,3509903.89
369.7,3730029.1
369.71,3243741.76
369.72,3100558.54
369.73,3884427.0
369.74,3228542.53
369.75,3436507.37
369.76,4280799.82
369.77,3680108.83
369.78,3969246.5
369.79,3753027.83
369.8,3839395.06
369.81,3825066.36
369.82,4086038.7
369.83,4050246.21
369.84,3426103.65
369.85,3865173.41
369.86,3990220.49
369.87,3987847.03
369.88,2882703.46
369.89,4192999.6
369.9,3702556.61
369.91,4044070.88
369.92,4301713.14
369.93,2862880.23
369.94,4898319.43
369.95,3854976.45
369.96,4216608.3
369.97,3089965.92
369.98,4432434.72
369.99,3104565.66
370.0,3521864.21
370.01,3035466.32
370.02,3821280.41
370.03,3667483.08
370.04,4170904.61
370.05,3184650.17
370.06,3595338.5
370.07,2946548.16
370.08,4514568.8
370.09,3443889.49
370.1,3447713.22
370.11,3898199.24
370.12,4003527.05
370.13,3397591.19
370.14,3593091.35
370.15,3135112.66
370.16,3545930.08
370.17,4446718.96
370.18,3313610.64
370.19,4820260.06
370.2,3202175.47
370.21,3470275.74
370.22,3888808.85
370.23,3964642.38
370.24,3186998.69
370.25,4511394.84
370.26,3267118.98
370.27,3582124.12
370.28,3357982.93
370.29,3998881.79
370.3,2934177.77
370.31,4752264.98
370.32,3383998.67
370.33,3661370.21
370.34,4188649.47
370.35,3142877.84
370.36,3798967.54
370.37,2704435.29
370.38,4382779.9
370.39,3947670.69
370.4,3276507.46
370.41,4592441.12
370.42,2534687.95
370.43,4457120.4
370.44,3984906.15
370.45,4586736.86
370.46,4530764.21
370.47,4601875.99
370.48,4110621.48
370.49,3652811.25
370.5,3981542.44
370.51,4582264.5
370.52,3515024.79
370.53,3734426.07
370.54,3260397.76
370.55,3237218.3
370.56,4137624.65
370.57,3026541.21
370.58,4129494.79
370.59,3325105.18
370.6,4560142.07
370.61,2342498.96
370.62,4317459.78
370.63,3838660.5
370.64,4086419.58
370.65,2781781.99
370.66,3448912.22
370.67,4213041.64
370.68,3376116.11
370.69,3385062.78
370.7,3922459.74
370.71,2599065.84
370.72,4162159.46
370.73,3950419.09
370.74,3532523.66
370.75,3459910.21
370.76,3658018.63
370.77,3588638.28
370.78,3511167.24
370.79,3602151.51
370.8,3900238.22
370.81,2916515.78
370.82,3728046.64
370.83,3262198.79
370.84,2793791.5
370.85,4585531.51
370.86,4051137.91
370.87,3537330.54
370.88,3928563.44
370.89,5305605.85
370.9,3583325.68
370.91,2838678.2
370.92,4213219.51
370.93,4144426.4
370.94,4645102.77
370.95,3942501.64
370.96,2873919.91
370.97,4397837.73
370.98,3957460.66
370.99,3609476.94
371.0,3549192.15
371.01,3389282.32
371.02,4897046.18
371.03,3394678.69
371.04,3608329.95
371.05,4161497.24
371.06,2901717.24
371.07,3657934.72
371.08,3531688.94
371.09,3653777.11
371.1,4371428.77
371.11,3718937.4
371.12,4518963.99
371.13,4955764.22
371.14,3774868.91
371.15,3309129.83
371.16,3421353.22
371.17,3426391.21
371.18,3832919.15
371.19,3717373.36
371.2,3450828.8
371.21,4501189.08
371.22,3381864.05
371.23,4663095.02
371.24,3424077.41
371.25,5570659.63
371.26,3357294.55
371.27,3136197.16
371.28,2440291.32
371.29,3458430.48
371.3,2873146.63
371.31,3708553.4
371.32,3888113.44
371.33,4535116.71
371.34,3057268.59
371.35,3869744.02
371.36,4248405.87
371.37,3918193.92
371.38,3196631.52
371.39,3697148.59
371.4,3613532.11
371.41,2809737.28
371.42,2956391.17
371.43,4320455.49
371.44,3957701.71
371.45,4126517.64
371.46,3805315.35
371.47,3554682.48
371.48,3067262.78
371.49,3907039.64
371.5,3379597.5
371.51,4342015.89
371.52,3718974.52
371.53,3196761.0
371.54,3817039.57
371.55,4882794.18
371.56,3594739.02
371.57,3664798.64
371.58,3612731.0
371.59,4055205.63
371.6,3518163.93
371.61,3652122.34
371.62,2916664.87
371.63,3421817.43
371.64,4415613.13
371.65,3256796.55
371.66,3484358.61
371.67,2574401.5
371.68,3963190.66
371.69,4372187.48
371.7,3539429.76
371.71,3470036.71
371.72,3526643.18
371.73,4831364.16
371.74,2744951.74
371.75,4035541.71
371.76,3172609.98
371.77,3879392.84
371.78,4891649.63
371.79,3810493.61
371.8,3362008.29
371.81,4487309.16
371.82,3181008.75
371.83,4434055.61
371.84,4100347.14
371.85,3955639.78
371.86,4787092.63
371.87,3558363.99
371.88,3355975.52
371.89,3506902.23
371.9,4765878.68
371.91,4000900.9
371.92,4081534.76
371.93,3266102.18
371.94,3731195.13
371.95,5288817.66
371.96,3197520.29
371.97,2770692.48
371.98,4223099.35
371.99,3982264.62
372.0,5942497.15
372.01,4460482.96
372.02,2895088.18
372.03,3998079.62
372.04,3240651.9
372.05,5279338.89
372.06,3548599.67
372.07,3316079.38
372.08,3584346.31
372.09,3753610.54
372.1,4424605.22
372.11,3675027.65
372.12,3873334.95
372.13,4395983.91
372.14,3357491.92
372.15,3770272.05
372.16,3151730.08
372.17,4264764.47
372.18,3219425.51
372.19,4360596.66
372.2,3534417.41
372.21,2644093.78
372.22,3294551.28
372.23,4547418.14
372.24,4041829.99
372.25,2840401.72
372.26,4827521.91
372.27,3368766.27
372.28,3434517.41
372.29,3308721.96
372.3,5090221.56
372.31,3738215.35
372.32,2744783.47
372.33,2954453.26
372.34,3714314.51
372.35,3259742.74
372.36,3561072.99
372.37,3006515.65
372.38,3362901.4
372.39,4135926.11
372.4,3395022.49
372.41,3035120.16
372.42,4695557.28
372.43,4250485.88
372.44,4009718.09
372.45,3321215.55
372.46,3941339.69
372.47,3566564.04
372.48,4251930.58
372.49,2834789.1
372.5,4664136.52
372.51,2916403.83
372.52,3800189.55
372.53,5122727.61
372.54,3758715.63
372.55,4617733.61
372.56,3905168.01
372.57,3067024.53
372.58,3588498.2
372.59,3207764.17
372.6,3218038.13
372.61,3791697.97
372.62,3353936.27
372.63,3504176.67
372.64,3988977.2
372.65,3793917.53
372.66,3160152.38
372.67,3790610.21
372.68,3932751.9
372.69,3052154.59
372.7,3622003.84
372.71,4071914.19
372.72,3297183.93
372.73,4172839.42
372.74,4378614.75
372.75,3030738.46
372.76,4569953.79
372.77,3849874.62
372.78,3843086.67
372.79,3531697.0
372.8,5060157.19
372.81,3997431.98
372.82,2592429.73
372.83,3942104.92
372.84,3674896.72
372.85,3885814.88
372.86,3477041.66
372.87,3934613.66
372.88,3398184.67
372.89,3246768.77
372.9,3582022.75
372.91,3569597.01
372.92,4061159.12
372.93,3379982.14
372.94,4307197.59
372.95,3374164.44
372.96,3613550.82
372.97,2954486.01
372.98,5167200.8
372.99,3808338.35
373.0,3336699.78
373.01,3902565.0
373.02,5043411.47
373.03,3046933.74
373.04,3078570.34
373.05,3803031.28
373.06,3434082.1
373.07,4382863.54
373.08,3930678.81
373.09,3529423.95
373.1,4461393.21
373.11,3651775.62
373.12,4533813.69
373.13,3907235.51
373.14,3549719.22
373.15,4101997.32
373.16,2856965.64
373.17,4191348.79
373.18,3368668.41
373.19,3521645.62
373.2,3675895.46
373.21,4413737.76
373.22,2799229.8
373.23,3870963.51
373.24,3211596.05
373.25,5106969.37
373.26,3515197.43
373.27,3370845.52
373.28,3226914.26
373.29,4704773.27
373.3,3084121.08
373.31,3230053.52
373.32,4021175.04
373.33,3223690.33
373.34,5033125.94
373.35,3292204.23
373.36,3914489.68
373.37,4135636.68
373.38,3782965.9
373.39,4012149.41
373.4,3536577.53
373.41,4695161.7
373.42,3375874.83
373.43,3368020.94
373.44,3054793.56
373.45,4306456.32
373.46,4457569.83
373.47,3279142.55
373.48,3895108.65
373.49,3508367.22
373.5,3325004.41
373.51,4459556.6
373.52,4050411.17
373.53,3553997.0
373.54,3955268.36
373.55,3665754.8
373.56,3554859.13
373.57,3019409.75
373.58,3262459.78
373.59,2964257.54
373.6,5074874.82
373.61,3797945.58
373.62,3569546.54
373.63,4251941.15
373.64,3434609.52
373.65,2963661.71
373.66,3733035.13
373.67,3927658.42
373.68,3819303.33
373.69,3065109.92
373.7,3815064.19
373.71,4186004.15
373.72,4601853.68
373.73,3445848.94
373.74,4143527.61
373.75,3671219.17
373.76,4489991.15
373.77,3921624.92
373.78,3285492.36
373.79,3049789.13
373.8,4426932.37
373.81,3041830.68
373.82,4246160.35
373.83,3380676.61
373.84,3247626.39
373.85,4051376.53
373.86,2921626.31
373.87,4197613.42
373.88,3317141.9
373.89,3864185.13
373.9,3344008.92
373.91,3574183.97
373.92,3540401.65
373.93,3396053.81
373.94,3665788.35
373.95,4250476.3
373.96,3538111.58
373.97,3117876.26
373.98,3310180.24
373.99,3911382.49
374.0,3581870.81
374.01,3613764.97
374.02,3494261.8
374.03,4869461.17
374.04,2830538.2
374.05,3831922.87
374.06,3864456.61
374.07,3845263.91
374.08,3407634.85
374.09,3802090.11
374.1,2949141.85
374.11,2996442.14
374.12,3790225.74
374.13,3391099.91
374.14,3275536.95
374.15,3881271.35
374.16,3961228.66
374.17,3460809.62
374.18,3820078.32
374.19,3241192.79
374.2,4251919.96
374.21,3125479.04
374.22,4066768.34
374.23,3187991.87
374.24,3455192.2
374.25,4097421.54
374.26,4371183.77
374.27,3524932.0
374.28,2720407.65
374.29,3316924.01
374.3,5051222.74
374.31,3599308.35
374.32,3262928.27
374.33,3132956.45
374.34,3548585.86
374.35,4367651.66
374.36,4163305.7
374.37,3212531.04
374.38,4144048.59
374.39,3844589.52
374.4,3163249.27
374.41,3554437.74
374.42,3385925.84
374.43,4241494.18
374.44,3428453.28
374.45,3170070.69
374.46,3974669.86
374.47,3915466.13
374.48,3765733.74
374.49,3299907.91
374.5,4015251.42
374.51,5124194.72
374.52,3647600.94
374.53,3269365.26
374.54,2478679.15
374.55,4957377.1
374.56,3134154.81
374.57,3477545.87
374.58,4103359.27
374.59,3233756.78
374.6,3181615.52
374.61,4427830.47
374.62,4013516.8
374.63,2977809.76
374.64,3633304.87
374.65,3592637.15
374.66,4461668.7
374.67,3503034.82
374.68,3493369.74
374.69,4717047.64
374.7,3496931.95
374.71,3019164.37
374.72,3201493.12
374.73,4800994.08
374.74,3398709.26
374.75,2637233.01
374.76,3281202.41
374.77,3038024.28
374.78,4210619.13
374.79,4184401.26
374.8,4484123.03
374.81,3897263.64
374.82,4180574.22
374.83,3514308.45
374.84,3591245.97
374.85,3712750.57
374.86,3854116.96
374.87,2791791.68
374.88,3532811.14
374.89,3604227.29
374.9,4051782.73
374.91,3333783.26
374.92,3501341.48
374.93,3250706.64
374.94,3919305.93
374.95,3447351.84
374.96,3745546.0
374.97,4379339.06
374.98,3714131.95
374.99,3723210.16
375.0,3103743.87
375.01,3411820.59
375.02,3502833.57
375.03,3836813.15
375.04,2748091.61
375.05,3125335.81
375.06,4249756.39
375.07,3441974.14
375.08,4095438.24
375.09,3543904.5
375.1,3245120.63
375.11,4289805.25
375.12,3415327.56
375.13,4588529.7
375.14,4216593.83
375.15,4074762.17
375.16,2923332.35
375.17,3523785.66
375.18,4167634.99
375.19,4344366.6
375.2,2906402.88
375.21,3431995.7
375.22,3628023.11
375.23,3422711.65
375.24,4531772.64
375.25,3063851.68
375.26,3855261.34
375.27,4243558.74
375.28,4617809.98
375.29,4377081.93
375.3,3232298.37
375.31,3003096.57
375.32,4367187.3
375.33,4141603.55
375.34,3407569.32
375.35,3910559.4
375.36,4623073.08
375.37,3301451.29
375.38,4852597.78
375.39,3966480.86
375.4,4209753.12
375.41,3936385.64
375.42,4089168.97
375.43,3775241.44
375.44,3140853.18
375.45,4562702.79
375.46,2928877.65
375.47,3867078.22
375.48,3712196.55
375.49,3684238.79
375.5,4163202.37
375.51,4289449.41
375.52,2910880.84
375.53,3835972.39
375.54,4700047.53
375.55,3944991.9
375.56,4675634.27
375.57,3069946.72
375.58,3614913.8
375.59,3545127.49
375.6,3463752.99
375.61,3072583.78
375.62,4722517.36
375.63,3559586.84
375.64,3170088.25
375.65,3722426.23
375.66,3587844.43
375.67,4261582.92
375.68,3415782.18
375.69,4422110.96
375.7,3579231.64
375.71,4411342.05
375.72,3328908.19
375.73,3963784.54
375.74,4819339.84
375.75,3746826.18
375.76,3171164.1
375.77,3422900.41
375.78,4628404.66
375.79,3533179.91
375.8,3107935.47
375.81,3536231.1
375.82,5293988.83
375.83,3093736.86
375.84,3425037.99
375.85,3886842.94
375.86,3153507.03
375.87,4124548.54
375.88,3527369.33
375.89,4826241.62
375.9,3690137.67
375.91,4177632.4
375.92,3652439.94
375.93,4315708.15
375.94,2597620.75
375.95,4977647.32
375.96,3801556.67
375.97,3850384.23
375.98,3548404.87
375.99,3531422.89
376.0,3796521.07
376.01,3327981.87
376.02,2987494.03
376.03,3630854.26
376.04,4735337.41
376.05,4389845.13
376.06,4794508.92
376.07,3628972.03
376.08,4226655.34
376.09,3393023.31
376.1,4083950.29
376.11,3423635.7
376.12,3681718.56
376.13,4245084.31
376.14,3413842.27
376.15,3152074.72
376.16,3519741.17
376.17,4232837.85
376.18,3940950.32
376.19,3554251.62
376.2,3843754.89
376.21,3361402.56
376.22,4412923.23
376.23,4086008.3
376.24,2657976.59
376.25,3539179.34
376.26,4246744.34
376.27,3669463.61
376.28,3873279.93
376.29,3805709.13
376.3,3081957.84
376.31,3783450.43
376.32,3904648.21
376.33,3307734.95
376.34,3246964.59
376.35,3155821.23
376.36,3712549.16
376.37,3511485.64
376.38,4279715.19
376.39,3821067.42
376.4,3267940.47
376.41,4049083.79
376.42,4556420.7
376.43,3656151.38
376.44,3439378.2
376.45,3023302.07
376.46,4210946.02
376.47,3866023.26
376.48,3616414.25
376.49,3318416.24
376.5,2735193.77
376.51,4118110.47
376.52,3338605.29
376.53,3864817.98
376.54,3727594.42
376.55,2984379.42
376.56,3893247.92
376.57,3619684.88
376.58,3547672.83
376.59,4029977.18
376.6,3625958.74
376.61,3582594.74
376.62,3313492.18
376.63,3820593.6
376.64,4299692.04
376.65,3321845.65
376.66,3185651.56
376.67,4612046.45
376.68,4196523.25
376.69,3803285.12
376.7,3787807.76
376.71,3732201.86
376.72,3107319.49
376.73,4159954.79
376.74,4406316.17
376.75,3819431.91
376.76,4054684.65
376.77,3243681.07
376.78,3386477.11
376.79,3200608.69
376.8,4813672.16
376.81,4064673.8
376.82,3284492.94
376.83,5599366.47
376.84,5041844.73
376.85,4168045.36
376.86,3673111.95
376.87,3965966.53
376.88,4128617.26
376.89,4279137.32
376.9,3972391.93
376.91,3296053.64
376.92,4166945.83
376.93,4505628.47
376.94,2761587.85
376.95,4026130.78
376.96,5465791.98
376.97,3401569.56
376.98,3531619.42
376.99,2946410.51
377.0,3153682.73
377.01,3956061.7
377.02,3940971.02
377.03,3458503.02
377.04,4547311.68
377.05,3619795.1
377.06,3608502.0
377.07,4104188.16
377.08,4350056.01
377.09,3499051.07
377.1,4371102.14
377.11,3805159.62
377.12,3521385.15
377.13,3349359.05
377.14,3963286.48
377.15,3817070.93
377.16,4042439.96
377.17,2707745.9
377.18,4046587.16
377.19,3260368.3
377.2,3628924.46
377.21,3748462.53
377.22,4382392.36
377.23,4114562.35
377.24,4541182.78
377.25,2989195.85
377.26,3267835.77
377.27,4710675.98
377.28,2892660.83
377.29,3233303.47
377.3,4386012.38
377.31,4025400.1
377.32,4551539.99
377.33,3331055.36
377.34,4262296.95
377.35,4589894.0
377.36,3245911.12
377.37,3854444.57
377.38,3406874.95
377.39,3538429.15
377.4,3949195.43
377.41,3061831.59
377.42,3419418.06
377.43,3905451.72
377.44,5989724.09
377.45,3467132.57
377.46,3375460.53
377.47,4004702.39
377.48,4500702.02
377.49,3474258.7
377.5,3704959.68
377.51,3034518.88
377.52,4312809.38
377.53,4046643.54
377.54,2825748.04
377.55,3618089.18
377.56,3240318.63
377.57,4656773.84
377.58,4269311.63
377.59,3638389.79
377.6,4330233.95
377.61,3528464.3
377.62,3573909.78
377.63,4159719.81
377.64,3235216.82
377.65,4286553.74
377.66,3570855.32
377.67,2729306.94
377.68,2586007.83
377.69,3946163.53
377.7,3722731.37
377.71,3495169.09
377.72,3573140.04
377.73,4120055.51
377.74,3911652.54
377.75,2965434.94
377.76,4260358.82
377.77,2919242.43
377.78,3555597.7
377.79,4127467.89
377.8,4008731.04
377.81,4234108.0
377.82,3160683.54
377.83,2904737.17
377.84,3376596.82
377.85,3709798.74
377.86,3698985.02
377.87,3921054.76
377.88,4340105.34
377.89,2902245.22
377.9,3690965.62
377.91,4217519.3
377.92,3407518.31
377.93,4424788.99
377.94,3981755.16
377.95,3883514.45
377.96,3274258.2
377.97,3801796.64
377.98,3915881.12
377.99,3581782.3
378.0,4083441.24
378.01,3850697.95
378.02,2821925.28
378.03,3529075.09
378.04,3791858.15
378.05,3990823.57
378.06,2925934.82
378.07,4058528.81
378.08,4159961.79
378.09,3291022.89
378.1,4046669.91
378.11,3486897.55
378.12,3357748.41
378.13,4333389.4
378.14,3228780.11
378.15,3731569.49
378.16,3610722.92
378.17,4007326.6
378.18,3559672.45
378.19,3546983.01
378.2,3295518.49
378.21,3496125.02
378.22,3619919.85
378.23,3390020.82
378.24,3093660.0
378.25,3279647.78
378.26,4611920.82
378.27,2540772.78
378.28,4327218.48
378.29,3207468.02
378.3,3527735.83
378.31,3672868.56
378.32,3184928.75
378.33,3935959.83
378.34,4134297.5
378.35,3827698.97
378.36,3400381.48
378.37,4515446.9
378.38,3643664.16
378.39,3444009.41
378.4,4001201.1
378.41,4771907.54
378.42,3889870.98
378.43,3500317.12
378.44,3283476.41
378.45,4818120.26
378.46,4716969.48
378.47,4442373.84
378.48,3564234.04
378.49,3610493.78
378.5,3657297.61
378.51,3860103.66
378.52,3239693.05
378.53,4664607.86
378.54,3331406.85
378.55,3793955.36
378.56,3198015.67
378.57,3914465.93
378.58,3476631.03
378.59,4409807.2
378.6,3285030.98
378.61,4386266.21
378.62,3322501.31
378.63,2887373.49
378.64,4285366.08
378.65,2915659.84
378.66,4034270.24
378.67,3530466.89
378.68,3720774.85
378.69,3658851.16
378.7,3676629.0
378.71,3873618.53
378.72,3753431.89
378.73,4424438.63
378.74,4214144.08
378.75,3253099.41
378.76,3220547.63
378.77,4050154.43
378.78,4032283.63
378.79,4754653.11
378.8,3507107.14
378.81,4218509.2
378.82,3094693.25
378.83,3954079.56
378.84,3075442.74
378.85,2712932.5
378.86,3073956.39
378.87,3801654.17
378.88,4044863.7
378.89,3305869.23
378.9,3575289.78
378.91,3159301.15
378.92,3771824.92
378.93,3908537.42
378.94,4166511.94
378.95,3390705.24
378.96,3624996.25
378.97,4616582.45
378.98,3627769.32
378.99,3014109.28
379.0,3178974.61
379.01,3497655.18
379.02,3454901.11
379.03,4975369.14
379.04,3360946.18
379.05,3955187.11
379.06,3709144.01
379.07,4482995.73
379.08,3971728.5
379.09,4008319.48
379.1,3948877.72
379.11,3522824.04
379.12,3480323.92
379.13,4247469.09
379.14,3372989.43
379.15,3810873.31
379.16,3307033.87
379.17,3427439.08
379.18,3473276.76
379.19,3914052.35
379.2,3483287.0
379.21,3946041.73
379.22,3369817.47
379.23,3747268.1
379.24,3747254.8
379.25,2632609.29
379.26,4084786.2
379.27,3735885.32
379.28,4270268.24
379.29,3466240.21
379.3,3736227.3
379.31,3330336.52
379.32,3761646.18
379.33,3651207.55
379.34,3158602.94
379.35,4087789.59
379.36,4225677.44
379.37,4210411.5
379.38,3906054.92
379.39,4442771.17
379.4,4217409.48
379.41,4074109.95
379.42,3732025.96
379.43,3796054.72
379.44,4555595.6
379.45,3782555.24
379.46,3347822.45
379.47,4344877.42
379.48,4005695.15
379.49,3450992.68
379.5,3857861.37
379.51,3079626.29
379.52,2868110.07
379.53,3719504.77
379.54,4346471.55
379.55,4082327.5
379.56,3923305.91
379.57,4178024.32
379.58,3885559.92
379.59,4522247.31
379.6,3867452.68
379.61,4178976.12
379.62,4595710.36
379.63,3924446.79
379.64,3123491.6
379.65,3523522.34
379.66,3319337.46
379.67,3605016.38
379.68,3111895.16
379.69,3808338.6
379.7,2733108.43
379.71,3887154.35
379.72,3269105.91
379.73,3434025.25
379.74,2998011.53
379.75,3603806.7
379.76,3753758.04
379.77,4043513.14
379.78,2888318.65
379.79,3253691.89
379.8,4337009.36
379.81,4106489.07
379.82,4632909.82
379.83,3682773.81
379.84,3807707.81
379.85,4110403.97
379.86,4155040.8
379.87,4943745.12
379.88,3703997.46
379.89,3646616.88
379.9,4221378.64
379.91,3473086.65
379.92,3426198.33
379.93,4052452.64
379.94,4049897.54
379.95,3652967.03
379.96,3953925.3
379.97,4058935.81
379.98,3549838.56
379.99,4120765.38
380.0,3644424.86
380.01,3628480.73
380.02,3686991.43
380.03,3885625.11
380.04,4658435.97
380.05,2703590.1
380.06,4466841.59
380.07,3447229.98
380.08,3818496.28
380.09,3551956.35
380.1,3041016.87
380.11,3185493.29
380.12,4225737.45
380.13,3591295.79
380.14,3885535.8
380.15,3617364.53
380.16,3328151.7
380.17,3561534.92
380.18,4755854.51
380.19,3945467.09
380.2,2951508.32
380.21,3173970.19
380.22,3847596.12
380.23,3846629.14
380.24,4547589.18
380.25,3472055.04
380.26,3867993.56
380.27,3683021.93
380.28,4691709.38
380.29,3120708.24
380.3,3747722.59
380.31,4760562.37
380.32,4114863.13
380.33,3895607.78
380.34,3935459.36
380.35,4553109.62
380.36,2838315.71
380.37,2954772.05
380.38,3728546.11
380.39,3703159.19
380.4,3440643.13
380.41,3831686.45
380.42,4135228.09
380.43,3342935.81
380.44,3363606.75
380.45,3747750.62
380.46,4514651.29
380.47,4330125.01
380.48,2936410.72
380.49,3281198.59
380.5,3730406.28
380.51,3511877.21
380.52,3239894.39
380.53,3644908.1
380.54,3761282.86
380.55,3060367.87
380.56,3823130.6
380.57,4155448.47
380.58,3647786.32
380.59,3347459.4
380.6,3914652.24
380.61,3542888.64
380.62,3782292.13
380.63,3594772.76
380.64,3664297.9
380.65,3493282.89
380.66,3952983.28
380.67,2796296.22
380.68,4001642.46
380.69,3258300.16
380.7,4702591.1
380.71,3468008.48
380.72,3902374.86
380.73,3273611.87
380.74,4674591.14
380.75,3540754.42
380.76,3532828.6
380.77,4358263.16
380.78,3937286.09
380.79,3763686.93
380.8,3619639.36
380.81,3246986.98
380.82,3748230.21
380.83,4030957.24
380.84,3621989.46
380.85,4618947.24
380.86,4332212.48
380.87,3067887.65
380.88,3394041.02
380.89,4234135.79
380.9,4084220.25
380.91,3889931.95
380.92,4250792.35
380.93,4338863.56
380.94,3130202.61
380.95,2938029.07
380.96,3238333.54
380.97,3154319.53
380.98,4014592.23
380.99,4657882.5
381.0,3252504.5
381.01,3144385.59
381.02,5077344.64
381.03,4620043.97
381.04,3609198.08
381.05,4230014.75
381.06,3843147.11
381.07,3913713.02
381.08,3270713.15
381.09,3085748.63
381.1,3737877.77
381.11,3497518.07
381.12,3107254.95
381.13,3443363.38
381.14,3822689.09
381.15,3463525.27
381.16,3840984.83
381.17,4992878.29
381.18,5243823.11
381.19,3529085.44
381.2,3766323.11
381.21,3947969.78
381.22,3690278.14
381.23,3355241.8
381.24,4779651.86
381.25,3269929.41
381.26,3228916.03
381.27,3729941.33
381.28,3834757.79
381.29,3603714.95
381.3,3070029.22
381.31,4379878.95
381.32,4297628.75
381.33,4378772.72
381.34,4386173.62
381.35,4218472.29
381.36,2645469.63
381.37,4296920.42
381.38,4350256.25
381.39,3101302.25
381.4,3428357.82
381.41,5650626.18
381.42,4594016.86
381.43,3715367.09
381.44,2959148.31
381.45,3953401.6
381.46,3427448.92
381.47,4132308.3
381.48,3982642.46
381.49,2958908.82
381.5,3464912.65
381.51,4213940.13
381.52,4108242.05
381.53,3512171.83
381.54,4149131.32
381.55,4017539.2
381.56,3078888.62
381.57,3302455.88
381.58,3351384.96
381.59,4348688.6
381.6,3779554.88
381.61,3947638.15
381.62,2937065.93
381.63,3254541.37
381.64,4185936.19
381.65,4177621.74
381.66,2725129.31
381.67,4181894.01
381.68,4330431.27
381.69,3256694.89
381.7,3580840.41
381.71,4086490.2
381.72,3264943.68
381.73,4190328.44
381.74,4190987.69
381.75,3856454.7
381.76,3218496.71
381.77,3728782.06
381.78,3845790.22
381.79,5460215.61
381.8,4364108.42
381.81,3898224.68
381.82,4458902.74
381.83,4445573.94
381.84,4369255.63
381.85,4356009.24
381.86,3899750.81
381.87,3418888.14
381.88,3394161.34
381.89,4429566.31
381.9,3239196.35
381.91,4489011.65
381.92,3735867.38
381.93,4224548.05
381.94,3058359.53
381.95,4043254.05
381.96,4214879.02
381.97,4275911.73
381.98,3687436.46
